"","reg5","reg7","income","gender","age","edu1","edu2","occ","group","pq1","pq2","pq3","pq4","partyID","pq6","ideology","pq8","pq9","pq10","treat","direct","indirect","q3","q4","q5","q6","q7","q8","q9","party","party_f","party_lib","party_con","ideo_f","ideo_con","ideo_lib","college","korean_war","men"
"1113",3,3,5,1,57,5,1,2,0,1,14,14,2,3,2,"Lib",1,1,4,2,2,3,4,4,4,3,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1114",2,3,3,1,46,3,2,4,0,1,2,2,1,7,0,"Moderate",2,1,4,2,2,1,4,1,1,4,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"1115",3,2,3,2,67,4,2,3,0,1,11,11,2,3,1,"Lib",1,3,3,4,2,4,3,3,3,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,1,0
"1116",3,6,2,2,62,2,2,0,0,1,9,1,2,7,0,"Don't know",1,3,1,5,1,1,3,2,2,5,3,3,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"1117",2,2,4,2,28,3,2,5,0,1,4,4,1,7,0,"Lib",2,1,1,5,3,3,4,3,3,3,3,4,1,"No Party","No Party",0,0,"Lib",0,1,0,0,0
"1118",3,6,11,2,44,4,2,0,0,1,15,15,2,3,1,"Lib",2,1,3,1,2,3,3,2,1,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1119",1,1,3,2,59,2,2,0,0,1,8,8,3,3,1,"Con",2,4,5,1,2,3,3,3,1,2,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,0,0,0
"1120",1,1,1,2,58,4,2,0,0,1,1,1,1,4,2,"Moderate",1,1,3,1,2,1,3,3,3,3,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,0
"1121",2,4,0,2,28,2,2,9,0,1,3,3,1,7,0,"Moderate",1,2,5,1,2,2,5,2,1,1,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"1122",3,2,11,2,50,4,2,5,0,1,1,11,1,7,0,"Moderate",2,1,4,3,2,1,4,3,4,2,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"1123",3,2,4,2,48,3,1,5,0,1,12,1,1,3,1,"Lib",2,1,2,4,3,2,3,3,3,4,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"1124",1,1,3,2,60,5,1,0,0,1,1,1,1,4,2,"Moderate",1,2,3,5,2,3,3,3,3,3,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,0
"1125",4,5,4,1,46,4,2,3,0,1,10,10,3,3,2,"Lib",1,1,3,1,2,2,4,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1126",3,5,0,2,57,4,2,0,0,1,10,10,2,7,0,"Lib",2,1,4,1,3,1,3,2,1,2,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"1127",3,3,5,1,55,5,1,3,0,1,14,14,1,8,0,"Con",1,1,4,1,3,3,3,3,2,3,3,3,1,"Don't know","Don't know",0,0,"Con",1,0,1,0,1
"1128",2,5,0,2,67,1,2,9,0,1,6,6,1,3,1,"Moderate",1,2,4,3,2,2,2,2,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,1,0
"1129",4,7,1,2,48,4,2,0,0,1,12,12,3,8,0,"Don't know",1,3,3,4,3,2,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,0
"1130",3,2,4,1,58,5,1,1,0,1,8,8,2,7,0,"Lib",1,1,3,5,2,2,4,4,4,4,4,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"1131",1,1,1,2,57,4,2,0,0,1,10,10,1,7,0,"Con",1,3,3,5,2,3,3,3,3,3,4,4,1,"No Party","No Party",0,0,"Con",1,0,1,0,0
"1132",1,1,8,1,43,3,2,0,0,1,11,1,1,7,0,"Lib",1,2,4,5,2,3,4,2,1,4,4,4,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"1133",2,4,1,2,61,1,2,4,0,1,15,3,1,3,2,"Lib",1,1,3,1,2,2,4,2,2,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"1134",2,2,2,1,56,3,2,5,0,1,14,2,1,8,0,"Lib",1,1,3,2,2,3,4,3,4,3,4,4,1,"Don't know","Don't know",0,0,"Lib",0,1,0,0,1
"1135",2,5,3,2,44,4,2,5,0,1,9,9,1,6,2,"Lib",1,3,3,2,1,3,3,4,2,2,4,4,1,"Others","Others",0,0,"Lib",0,1,1,0,0
"1136",3,6,2,2,45,5,1,2,0,1,3,3,2,7,0,"Moderate",1,1,3,3,3,4,4,4,3,3,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"1137",3,6,5,1,53,4,2,5,0,1,15,15,2,7,0,"Lib",1,1,4,3,1,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"1138",3,5,0,2,20,3,1,0,0,1,13,13,1,8,0,"Moderate",1,3,3,3,2,2,4,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,0,0
"1139",4,3,2,2,35,4,2,0,0,1,10,1,1,7,0,"Lib",1,3,5,5,1,3,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"1140",3,7,0,2,47,4,2,0,0,1,5,5,1,3,1,"Lib",1,1,2,5,2,2,3,3,2,2,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1141",3,2,3,2,51,5,1,1,0,1,8,14,2,3,2,"Moderate",2,1,3,5,3,2,3,3,3,3,2,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,0
"1142",3,5,6,1,36,4,2,3,0,1,6,6,1,3,1,"Lib",1,3,4,5,1,1,3,3,4,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1143",1,1,2,2,40,3,1,0,0,1,1,1,2,7,0,"Lib",2,1,3,1,2,2,5,5,3,5,5,5,1,"No Party","No Party",0,0,"Lib",0,1,0,0,0
"1144",3,6,8,1,23,4,1,0,0,1,11,11,2,3,1,"Lib",1,1,3,2,2,3,4,2,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1145",3,3,10,1,49,3,2,1,0,1,13,13,2,1,1,"Lib",1,3,3,2,3,1,3,3,3,2,4,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,1
"1146",3,7,5,1,56,3,2,4,0,1,11,1,2,7,0,"Lib",1,1,4,2,1,2,4,2,2,2,4,4,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"1147",3,2,3,1,52,5,1,1,0,1,1,1,2,2,2,"Con",1,1,3,3,2,2,3,4,4,4,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"1148",2,2,3,1,54,3,2,5,0,1,1,1,1,7,0,"Con",1,1,4,3,3,2,3,4,4,3,3,3,1,"No Party","No Party",0,0,"Con",1,0,0,0,1
"1149",3,3,7,1,47,4,2,3,0,1,14,2,2,3,2,"Moderate",1,1,3,3,2,3,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"1150",1,1,2,1,37,4,2,4,0,1,1,1,1,7,0,"Lib",2,2,4,3,3,3,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"1151",3,2,3,2,59,2,2,0,0,1,8,8,2,3,1,"Moderate",2,2,4,4,2,2,3,4,3,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"1152",2,5,3,2,57,5,1,2,0,1,6,6,1,7,0,"Moderate",1,3,5,4,1,2,3,2,2,4,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"1153",2,5,4,1,34,4,1,7,0,1,6,5,1,7,0,"Moderate",1,2,4,4,3,3,4,4,2,2,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"1154",2,5,10,1,45,4,2,0,0,1,9,9,1,7,0,"Lib",2,3,4,5,3,3,4,4,4,4,2,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"1155",1,1,3,1,32,3,1,1,0,1,14,14,1,3,1,"Moderate",1,3,4,1,2,3,4,3,3,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,1
"1156",1,1,2,1,57,5,1,1,0,1,10,10,1,3,2,"Moderate",1,1,4,2,3,2,3,2,3,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"1157",3,2,11,1,35,4,2,2,0,1,3,1,1,3,2,"Con",1,1,3,3,3,3,4,4,1,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,1,0,1
"1158",2,3,0,1,57,4,2,0,0,1,13,2,1,5,2,"Moderate",2,1,3,3,3,3,2,2,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"1159",2,4,4,1,40,4,2,5,0,1,3,3,1,8,0,"Don't know",1,2,5,4,2,2,3,2,2,2,2,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,1
"1160",3,5,2,2,31,6,0,0,0,1,6,10,2,3,1,"Lib",2,3,4,4,2,2,2,2,2,3,4,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"1161",3,7,3,1,52,3,2,4,0,1,16,16,2,7,0,"Lib",1,1,4,4,3,3,2,2,2,4,4,4,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"1162",2,5,2,2,25,4,1,2,0,1,11,11,2,3,2,"Moderate",1,3,4,4,2,3,3,3,3,2,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,0
"1163",3,5,8,1,34,3,2,0,0,1,6,6,1,7,0,"Lib",2,1,3,1,3,1,3,3,3,3,3,4,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"1164",3,2,7,1,46,4,1,3,0,1,1,1,1,7,0,"Moderate",2,3,3,1,3,2,2,3,3,3,3,1,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"1165",3,7,2,1,41,4,2,4,0,1,11,5,1,4,2,"Lib",2,1,4,2,2,2,3,2,2,3,2,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,1
"1166",4,7,11,1,24,4,2,2,0,1,12,12,1,8,0,"Moderate",1,1,3,2,3,2,2,1,1,2,5,4,1,"Don't know","Don't know",0,0,"Moderate",0,0,1,0,1
"1167",3,2,3,1,58,3,2,0,0,1,12,12,2,7,0,"Lib",1,1,3,2,3,3,3,3,3,3,2,2,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"1168",3,7,4,2,42,3,2,4,0,1,11,11,2,8,0,"Don't know",2,2,4,3,1,3,1,1,1,1,1,1,1,"Don't know","Don't know",0,0,"Don't know",0,0,0,0,0
"1169",3,6,11,1,37,4,2,5,0,1,9,9,2,7,0,"Lib",2,2,3,3,3,3,4,4,4,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"1170",1,1,3,2,71,4,2,0,0,1,1,1,1,7,0,"Moderate",1,1,3,5,1,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,1,0
"1171",3,2,3,1,46,3,2,4,0,1,8,3,2,3,1,"Lib",2,4,5,1,2,2,3,2,2,2,1,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"1172",3,6,3,2,27,4,2,0,0,1,15,15,2,3,1,"Lib",2,1,4,2,2,1,3,3,2,2,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1173",4,3,10,2,36,4,2,0,0,1,13,13,2,3,2,"Lib",1,1,3,3,3,2,1,2,1,1,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1174",2,5,4,1,56,3,2,4,0,1,12,6,1,7,0,"Don't know",1,1,3,3,3,2,4,4,3,3,3,4,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,1
"1175",3,2,3,1,45,4,2,5,0,1,10,1,1,3,1,"Lib",1,3,3,3,4,2,3,3,3,3,4,2,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1176",1,1,8,2,46,4,2,2,0,1,9,15,1,3,1,"Lib",1,1,3,2,2,2,4,4,2,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1177",2,3,3,2,36,4,2,0,0,1,14,14,2,7,0,"Lib",1,3,4,3,3,3,4,3,2,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"1178",2,7,5,1,47,4,2,3,0,1,5,12,1,3,1,"Lib",1,1,3,3,3,2,4,2,2,2,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1179",2,4,0,1,67,3,2,3,0,1,3,3,1,7,0,"Moderate",1,4,5,4,3,3,1,1,1,1,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,1,1
"1180",2,7,1,2,53,4,2,3,0,1,12,12,3,3,1,"Don't know",2,1,4,4,2,3,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Don't know",0,0,1,0,0
"1181",2,5,5,1,48,4,2,2,0,1,10,10,1,3,1,"Lib",2,1,3,5,3,2,3,1,1,1,1,1,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1182",2,4,2,2,48,3,2,2,0,1,3,3,1,7,0,"Moderate",1,3,3,5,2,2,3,4,3,3,4,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"1183",2,2,3,2,38,3,1,0,0,1,4,4,1,3,1,"Moderate",2,2,2,1,3,3,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"1184",1,1,3,1,60,5,1,1,0,1,9,1,1,3,2,"Con",1,3,1,3,3,3,3,2,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,1,0,1
"1185",3,2,0,2,46,6,0,9,0,1,2,1,2,7,0,"Moderate",1,1,3,3,3,2,4,4,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"1186",3,2,4,2,51,5,1,2,0,1,9,1,2,3,1,"Lib",1,1,4,4,2,3,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1187",3,6,6,1,46,4,2,1,0,1,13,13,3,1,1,"Con",1,1,3,4,2,3,5,5,1,5,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"1188",2,5,2,1,30,4,2,0,0,1,9,6,1,7,0,"Moderate",1,3,4,4,4,4,4,4,4,4,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"1189",2,7,0,2,34,6,0,0,0,1,5,5,1,8,0,"Don't know",2,3,3,5,1,1,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,0,0,0
"1190",3,6,4,1,37,4,2,3,0,1,9,9,2,5,1,"Lib",1,1,4,5,3,3,5,5,5,2,5,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1191",3,6,3,2,42,3,2,3,0,1,12,15,2,3,1,"Lib",1,1,3,5,3,2,4,1,1,1,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"1192",4,5,5,1,45,3,2,0,0,1,16,1,3,3,1,"Moderate",2,1,4,1,3,3,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,1
"1193",3,6,4,2,27,3,2,3,0,1,10,9,2,3,2,"Lib",2,1,3,1,2,1,3,2,2,1,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"1194",1,1,3,1,54,4,2,5,0,1,1,1,1,1,1,"Con",1,1,3,1,2,2,3,4,3,3,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"1195",3,7,4,2,23,4,1,0,0,1,12,12,2,3,2,"Con",3,1,4,2,3,2,5,5,5,4,2,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,1,0,0
"1196",2,2,4,1,40,4,1,4,0,1,4,1,1,3,2,"Moderate",2,1,3,2,2,2,3,3,3,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"1197",2,5,8,2,25,4,1,0,0,1,6,6,1,7,0,"Lib",1,2,4,2,3,1,3,3,2,3,3,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"1198",3,2,8,2,59,5,1,2,0,1,1,1,1,7,0,"Don't know",1,4,4,3,3,2,3,3,3,1,4,5,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,0
"1199",2,4,6,2,45,4,2,3,0,1,3,13,1,4,2,"Moderate",1,3,3,4,3,4,3,2,2,2,3,2,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,0
"1200",3,2,4,1,52,5,1,2,0,1,14,1,2,4,1,"Moderate",1,1,3,5,3,2,3,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,1
"1201",3,2,4,2,51,5,1,3,0,1,13,8,2,7,0,"Moderate",1,3,3,5,3,1,2,2,2,2,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"1202",3,2,3,2,47,5,1,2,0,1,8,8,2,7,0,"Lib",1,1,3,1,2,1,3,3,3,2,3,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"1203",1,1,7,1,25,3,2,0,0,1,1,1,1,7,0,"Moderate",2,4,4,2,2,2,1,2,1,1,1,1,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"1204",2,3,5,1,31,5,1,3,0,1,7,14,1,3,2,"Moderate",2,1,5,2,2,2,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"1205",2,2,3,1,64,4,2,0,0,1,4,1,1,7,0,"Con",1,1,3,5,2,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"1206",3,2,3,1,63,4,2,1,0,1,10,10,2,3,2,"Lib",1,1,3,2,3,3,3,2,2,2,2,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1207",1,1,0,2,56,2,2,9,0,1,11,11,1,7,0,"Con",2,1,4,2,2,2,4,4,2,2,3,3,1,"No Party","No Party",0,0,"Con",1,0,0,0,0
"1208",3,5,3,1,44,3,2,4,0,1,10,10,3,3,1,"Moderate",2,1,4,4,2,4,3,4,4,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,1
"1209",3,2,7,1,26,3,2,1,0,1,14,14,2,1,2,"Con",1,1,3,4,2,4,2,4,4,3,2,2,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,0,0,1
"1210",3,5,3,2,37,3,2,0,0,1,10,6,2,3,2,"Lib",2,1,1,5,1,1,3,3,3,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"1211",3,3,1,1,29,4,2,0,0,1,14,14,2,7,0,"Don't know",2,2,3,5,1,1,3,3,2,3,2,4,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,1
"1212",2,4,1,2,54,4,1,0,0,1,3,3,1,7,0,"Lib",2,3,4,5,1,1,4,2,2,2,4,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"1213",2,3,4,2,31,4,2,3,0,1,14,2,1,3,2,"Lib",1,1,1,1,2,1,2,2,2,2,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1214",3,3,6,2,31,4,2,3,0,1,11,2,2,3,2,"Lib",2,1,3,2,3,2,3,4,4,3,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1215",3,7,5,2,21,4,1,0,0,1,12,12,1,7,0,"Moderate",1,4,4,2,3,2,3,3,3,1,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"1216",1,1,2,2,46,6,0,5,0,1,1,1,1,3,1,"Moderate",2,3,3,2,2,2,3,2,2,1,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"1217",2,3,3,2,61,4,2,3,0,1,2,3,1,7,0,"Con",1,1,3,3,2,2,3,3,3,2,4,4,1,"No Party","No Party",0,0,"Con",1,0,1,0,0
"1218",3,2,7,1,20,4,1,0,0,1,8,8,2,3,2,"Lib",1,1,4,3,2,3,2,2,1,1,4,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"1219",3,2,1,2,62,1,1,0,0,1,8,8,2,7,0,"Don't know",1,3,3,3,3,3,3,3,3,3,3,4,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"1220",2,3,1,2,56,4,2,0,0,1,2,2,1,1,1,"Moderate",1,2,1,3,2,1,3,1,2,3,4,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,0
"1221",3,2,1,1,20,3,1,0,0,1,3,8,2,3,1,"Lib",1,1,1,4,2,3,4,4,4,2,4,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"1222",3,6,3,2,34,4,2,0,0,1,15,15,2,8,0,"Don't know",1,1,1,4,2,3,4,4,3,4,4,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,0
"1223",2,4,8,2,24,4,1,0,0,1,3,3,1,7,0,"Lib",2,1,5,4,2,1,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"1224",3,2,3,2,46,6,0,3,0,1,8,8,2,4,2,"Lib",2,4,3,4,2,3,3,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,0
"1225",4,2,5,2,38,4,2,5,0,1,8,8,3,7,0,"Lib",1,1,3,1,2,1,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"1226",1,1,6,2,45,3,2,0,0,1,1,1,1,8,0,"Con",3,4,1,1,2,1,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Con",1,0,0,0,0
"1227",3,6,2,1,42,3,2,3,0,1,15,11,2,7,0,"Don't know",3,4,1,2,1,1,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,1
"1228",3,7,9,1,46,4,2,1,0,1,11,11,2,3,1,"Moderate",1,1,3,2,2,3,4,1,1,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"1229",2,5,1,2,36,2,2,5,0,1,6,6,2,8,0,"Don't know",1,3,3,3,2,2,3,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,0,0,0
"1230",1,1,4,2,43,3,2,3,0,1,1,3,1,7,0,"Lib",1,1,5,4,3,3,3,3,3,4,3,4,1,"No Party","No Party",0,0,"Lib",0,1,0,0,0
"1231",2,5,7,1,58,4,2,3,0,1,9,6,1,7,0,"Moderate",1,1,3,4,2,2,3,3,3,3,3,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"1232",2,3,1,2,42,3,2,0,0,1,12,12,1,7,0,"Don't know",3,4,3,2,3,2,3,1,1,3,3,3,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"1233",1,1,1,2,57,5,1,2,0,1,1,1,1,5,1,"Lib",2,3,4,3,3,3,3,3,4,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1234",1,1,2,2,61,5,1,1,0,1,14,1,1,7,0,"Con",1,1,3,3,2,4,4,3,3,3,4,4,1,"No Party","No Party",0,0,"Con",1,0,1,0,0
"1235",3,2,11,2,24,4,2,2,0,1,8,1,2,1,1,"Moderate",1,2,3,4,3,3,1,1,2,2,2,2,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,0
"1236",1,1,5,2,27,3,2,2,0,1,10,1,1,7,0,"Lib",1,2,1,1,2,2,4,4,4,4,3,4,1,"No Party","No Party",0,0,"Lib",0,1,0,0,0
"1237",1,1,3,1,55,3,2,4,0,1,9,9,1,3,1,"Lib",2,2,3,2,2,2,3,4,3,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"1238",4,3,3,1,49,4,2,4,0,1,15,13,1,1,1,"Con",1,1,3,2,1,1,3,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"1239",3,2,5,1,50,4,1,3,0,1,10,10,1,7,0,"Moderate",1,2,4,2,1,1,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"1240",3,6,5,1,49,4,2,3,0,1,15,15,2,3,1,"Moderate",1,1,4,2,2,1,3,2,2,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"1241",4,7,3,1,61,4,2,3,0,1,12,12,3,4,2,"Lib",2,1,3,3,2,3,3,4,4,4,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,1
"1242",3,2,0,1,52,5,1,2,0,1,10,1,2,3,1,"Moderate",1,1,3,4,3,4,3,3,3,3,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"1243",3,3,3,1,60,4,2,0,0,1,13,13,2,4,1,"Moderate",1,1,3,4,1,1,3,3,3,4,4,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,1
"1244",2,4,5,1,55,4,1,1,0,1,3,9,1,2,1,"Con",1,2,3,4,2,3,3,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"1245",3,2,3,2,55,4,2,0,0,1,1,1,2,8,0,"Moderate",1,1,4,5,3,3,4,3,3,3,3,3,1,"Don't know","Don't know",0,0,"Moderate",0,0,1,0,0
"1246",1,1,5,2,28,4,2,5,0,1,5,1,1,5,2,"Moderate",1,2,3,5,2,2,5,5,2,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,0
"1247",3,3,5,1,36,4,2,5,0,1,13,13,2,1,2,"Lib",1,1,3,1,2,3,4,3,4,3,3,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,1
"1248",4,6,3,1,45,3,2,4,0,1,9,9,3,7,0,"Moderate",1,2,3,3,1,1,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"1249",1,1,0,1,43,6,0,2,0,1,12,2,1,7,0,"Lib",2,1,3,3,3,3,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"1250",1,1,11,2,23,4,2,0,0,1,11,11,2,3,1,"Lib",1,3,4,3,1,1,5,5,5,5,1,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"1251",4,6,1,2,56,4,2,9,0,1,1,1,3,7,0,"Don't know",1,1,3,4,2,2,3,3,3,3,3,3,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,0
"1252",2,7,4,2,44,4,2,1,0,1,5,5,1,3,1,"Lib",2,2,5,4,2,2,4,4,4,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
