"","reg5","reg7","income","gender","age","edu1","edu2","occ","group","pq1","pq2","pq3","pq4","partyID","pq6","ideology","pq8","pq9","pq10","treat","direct","indirect","q3","q4","q5","q6","q7","q8","q9","party","party_f","party_lib","party_con","ideo_f","ideo_con","ideo_lib","college","korean_war","men"
"136",2,5,1,2,50,3,2,0,0,1,9,6,1,7,0,"Con",1,4,4,3,1,1,5,3,2,3,4,4,1,"No Party","No Party",0,0,"Con",1,0,0,0,0
"137",1,1,2,2,64,4,2,2,0,1,1,1,1,7,0,"Con",2,1,3,1,3,3,3,2,1,2,3,4,1,"No Party","No Party",0,0,"Con",1,0,1,0,0
"138",3,7,2,2,55,4,2,3,0,1,11,11,2,3,2,"Lib",1,4,3,2,2,2,3,3,1,3,3,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"139",2,4,2,2,55,3,2,5,0,1,3,3,1,7,0,"Lib",1,1,4,4,3,2,4,1,1,1,5,5,1,"No Party","No Party",0,0,"Lib",0,1,0,0,0
"140",4,6,1,2,47,3,2,0,0,1,8,8,3,7,0,"Moderate",1,2,5,5,2,2,5,1,1,5,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"141",3,2,11,2,57,4,1,5,0,1,11,11,2,3,1,"Lib",2,1,3,1,3,2,4,1,1,5,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"142",3,2,2,2,55,4,1,0,0,1,8,8,2,1,2,"Con",1,1,5,2,3,3,1,1,3,3,3,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,0
"143",3,2,2,2,58,4,1,3,0,1,14,14,2,7,0,"Moderate",1,1,4,4,2,3,5,2,1,2,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"144",3,5,2,2,50,3,2,4,0,1,11,11,3,3,2,"Moderate",2,1,3,4,2,2,1,1,2,4,5,1,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"145",3,7,3,1,62,1,2,4,0,1,12,12,3,7,0,"Moderate",2,2,4,3,1,1,3,1,1,1,1,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"146",3,2,4,1,66,4,2,0,0,1,4,4,1,3,2,"Moderate",1,1,3,5,2,2,5,3,3,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,1,1
"147",1,1,5,2,54,4,2,0,0,1,2,2,1,7,0,"Con",1,1,3,1,3,2,4,3,3,3,3,3,1,"No Party","No Party",0,0,"Con",1,0,1,0,0
"148",3,6,3,1,43,3,2,4,0,1,9,9,2,7,0,"Don't know",1,3,4,3,2,1,3,3,1,1,4,2,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,1
"149",3,3,1,1,57,5,1,0,0,1,14,14,2,3,2,"Lib",1,1,3,4,1,2,1,1,1,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"150",2,5,11,2,21,4,1,0,0,1,10,10,1,3,2,"Moderate",1,1,3,5,3,1,4,5,4,5,2,1,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,0
"151",3,2,5,1,68,4,2,0,0,1,10,10,2,3,1,"Con",1,1,3,5,3,2,4,2,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,1,1,1
"152",2,3,2,2,69,3,2,9,0,1,14,14,1,7,0,"Con",3,2,4,2,2,3,3,4,2,2,2,2,1,"No Party","No Party",0,0,"Con",1,0,0,1,0
"153",1,1,5,2,55,4,1,5,0,1,1,4,1,7,0,"Con",1,4,4,5,3,3,1,1,1,1,5,5,1,"No Party","No Party",0,0,"Con",1,0,1,0,0
"154",2,3,10,2,48,4,2,2,0,1,2,2,1,7,0,"Lib",2,1,2,2,2,2,3,3,3,2,3,3,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"155",3,2,4,2,67,5,1,2,0,1,12,12,3,1,2,"Con",2,3,4,3,2,3,1,1,1,1,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,1,0
"156",3,2,1,1,55,4,2,0,0,1,5,5,2,3,1,"Lib",1,1,3,3,2,3,1,1,2,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"157",3,2,6,2,49,3,2,0,0,1,8,10,3,8,0,"Don't know",3,2,4,4,1,4,4,3,4,4,5,4,1,"Don't know","Don't know",0,0,"Don't know",0,0,0,0,0
"158",4,6,2,2,49,3,2,5,0,1,15,15,3,7,0,"Don't know",1,2,3,4,2,2,3,1,1,1,1,5,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"159",3,2,2,2,54,3,2,0,0,1,8,8,2,3,1,"Lib",1,1,3,4,2,2,3,2,2,5,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"160",1,1,2,1,64,3,2,0,0,1,12,12,2,7,0,"Moderate",1,1,4,4,3,3,1,1,1,1,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"161",3,2,5,2,59,3,2,5,0,1,8,8,2,7,0,"Lib",1,1,3,1,2,1,3,2,1,1,4,4,1,"No Party","No Party",0,0,"Lib",0,1,0,0,0
"162",3,7,4,1,60,3,2,0,0,1,1,1,2,7,0,"Moderate",1,1,4,2,1,2,1,1,1,1,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"163",2,2,2,2,42,6,0,3,0,1,10,10,1,7,0,"Moderate",2,1,4,3,3,3,3,3,3,3,3,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"164",4,2,4,2,48,3,2,5,0,1,15,15,3,7,0,"Con",1,1,3,2,2,2,3,1,1,2,4,4,1,"No Party","No Party",0,0,"Con",1,0,0,0,0
"165",1,1,2,1,48,3,2,0,0,1,14,1,1,7,0,"Moderate",1,1,3,1,1,1,2,2,2,2,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"166",2,7,2,2,61,6,0,5,0,1,12,12,1,7,0,"Don't know",2,3,1,4,3,3,4,1,1,1,1,1,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"167",3,2,3,2,31,4,2,2,0,1,12,1,2,8,0,"Con",1,2,1,1,2,2,2,4,2,3,3,4,1,"Don't know","Don't know",0,0,"Con",1,0,1,0,0
"168",4,2,2,2,65,3,2,9,0,1,1,1,3,7,0,"Con",1,3,3,3,2,3,4,4,4,3,4,4,1,"No Party","No Party",0,0,"Con",1,0,0,1,0
"169",4,2,4,1,53,3,2,0,0,1,8,8,3,1,2,"Lib",2,1,2,1,1,1,2,3,3,3,3,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,1
"170",3,3,5,1,64,5,1,6,0,1,13,13,2,1,2,"Con",1,1,3,3,3,3,3,2,2,2,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"171",3,2,2,2,53,3,2,0,0,1,8,1,1,3,2,"Lib",1,1,3,3,1,3,3,3,1,3,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"172",3,6,3,1,69,5,1,0,0,1,9,9,2,7,0,"Con",1,1,3,5,1,2,4,1,1,1,4,4,1,"No Party","No Party",0,0,"Con",1,0,1,1,1
"173",1,1,3,1,48,6,0,2,0,1,1,1,1,7,0,"Don't know",3,1,5,5,1,2,3,1,1,1,5,5,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,1
"174",2,3,4,2,59,3,2,0,0,1,14,14,1,7,0,"Con",2,2,4,2,3,1,5,3,3,3,4,4,1,"No Party","No Party",0,0,"Con",1,0,0,0,0
"175",2,3,3,1,52,3,2,0,0,1,10,10,1,3,1,"Lib",1,1,3,4,1,3,3,1,1,1,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"176",3,5,1,2,36,4,2,0,0,1,10,10,2,3,2,"Lib",1,1,4,5,2,3,2,3,1,4,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"177",2,4,5,1,30,4,1,0,0,1,14,14,3,3,2,"Moderate",1,1,4,5,3,2,4,3,2,2,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"178",2,7,3,1,61,4,2,0,0,1,5,5,1,4,2,"Lib",1,1,3,1,3,2,4,4,1,2,5,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,1
"179",3,7,9,1,53,4,2,3,0,1,12,12,2,2,1,"Lib",1,1,4,1,2,1,4,3,2,4,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,1
"180",2,4,1,2,39,3,2,0,0,1,13,13,1,8,0,"Moderate",1,2,3,2,2,1,3,4,1,2,4,3,1,"Don't know","Don't know",0,0,"Moderate",0,0,0,0,0
"181",3,6,5,2,51,3,2,9,0,1,15,15,2,7,0,"Con",1,1,1,1,2,3,3,2,2,2,3,4,1,"No Party","No Party",0,0,"Con",1,0,0,0,0
"182",3,7,2,2,34,4,2,2,0,1,12,12,2,8,0,"Don't know",2,1,3,3,3,1,2,2,1,1,2,2,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,0
"183",3,5,0,2,60,3,2,9,0,1,1,1,2,7,0,"Moderate",1,1,3,1,3,2,4,2,1,1,5,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"184",1,1,5,2,46,3,2,4,0,1,8,8,1,7,0,"Con",1,3,3,3,3,4,5,3,2,4,4,4,1,"No Party","No Party",0,0,"Con",1,0,0,0,0
"185",3,6,9,2,22,4,1,0,0,1,15,15,2,7,0,"Lib",1,3,1,2,3,2,3,2,1,2,4,2,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"186",2,5,1,2,57,4,2,0,0,1,8,8,1,3,2,"Moderate",1,2,3,4,2,3,3,3,3,2,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,0
"187",2,5,2,1,42,3,2,5,0,1,4,4,1,7,0,"Don't know",1,3,4,5,2,2,3,1,1,4,5,4,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,1
"188",3,2,0,2,61,3,2,0,0,1,8,14,2,7,0,"Con",1,1,3,5,3,2,3,3,1,3,4,4,1,"No Party","No Party",0,0,"Con",1,0,0,0,0
"189",2,4,1,1,67,2,2,0,0,1,3,3,1,1,1,"Con",1,1,3,3,3,2,1,1,1,2,3,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,0,1,1
"190",1,1,6,1,48,4,2,4,0,1,8,8,2,7,0,"Don't know",2,1,3,4,3,3,2,2,2,2,4,4,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,1
"191",1,1,2,1,64,4,2,0,0,1,13,1,1,7,0,"Con",1,1,3,3,3,2,3,2,2,1,3,3,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"192",3,7,1,2,57,3,2,5,0,1,11,11,2,7,0,"Don't know",1,1,3,5,2,2,2,2,2,2,4,4,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"193",3,7,11,2,25,4,2,0,0,1,2,2,2,8,0,"Lib",2,1,5,1,2,2,2,2,2,1,2,1,1,"Don't know","Don't know",0,0,"Lib",0,1,1,0,0
"194",3,2,3,1,61,4,2,1,0,1,5,5,2,4,2,"Moderate",1,1,3,2,2,3,4,4,2,4,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,1
"195",1,1,0,2,58,2,1,9,0,1,1,1,1,7,0,"Moderate",3,4,2,4,3,3,3,3,4,4,2,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"196",3,7,2,1,64,4,2,6,0,1,11,11,2,4,1,"Moderate",1,1,3,2,2,2,3,1,1,2,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,1
"197",2,2,1,2,61,3,2,5,0,1,13,3,1,7,0,"Lib",2,1,5,4,3,4,3,2,2,3,4,4,1,"No Party","No Party",0,0,"Lib",0,1,0,0,0
"198",3,2,3,2,57,3,2,5,0,1,12,12,2,5,1,"Moderate",1,1,3,1,2,3,4,4,4,3,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"199",4,5,2,2,56,6,0,6,0,1,11,11,3,8,0,"Don't know",3,2,3,5,1,1,3,3,3,3,1,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,0,0,0
"200",3,7,0,2,53,2,2,9,0,1,9,9,2,5,1,"Lib",1,1,4,1,3,1,3,2,2,2,2,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"201",2,3,5,2,39,4,2,5,0,1,2,2,2,8,0,"Don't know",1,1,4,1,2,2,3,4,2,3,2,3,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,0
"202",3,6,0,1,64,3,2,0,0,1,9,1,2,4,1,"Lib",2,4,3,3,2,2,3,3,3,5,5,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,0,0,1
"203",2,3,0,2,46,5,1,2,0,1,2,2,1,7,0,"Moderate",4,1,4,1,2,1,2,3,1,2,4,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"204",3,3,3,1,52,3,2,4,0,1,14,14,2,7,0,"Con",1,1,4,2,1,2,3,2,1,2,5,4,1,"No Party","No Party",0,0,"Con",1,0,0,0,1
"205",3,6,5,1,37,4,1,7,0,1,13,8,2,7,0,"Moderate",1,2,3,4,2,3,3,1,1,1,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"206",2,2,9,1,46,4,2,2,0,1,4,4,1,5,1,"Lib",1,1,3,4,2,2,3,2,2,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"207",2,5,2,2,43,5,1,0,0,1,15,15,1,7,0,"Moderate",2,1,3,4,1,3,3,2,1,1,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"208",3,2,3,2,59,3,2,5,0,1,8,8,2,3,2,"Moderate",1,1,4,1,3,2,4,2,2,2,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"209",4,2,5,1,38,4,2,0,0,1,1,8,3,7,0,"Moderate",1,3,3,4,4,4,2,3,2,1,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,1
"210",2,4,3,2,49,3,1,3,0,1,3,9,1,8,0,"Don't know",2,1,4,5,3,3,5,4,1,4,5,5,1,"Don't know","Don't know",0,0,"Don't know",0,0,0,0,0
"211",2,5,2,1,49,5,1,2,0,1,6,14,1,3,1,"Lib",1,1,4,5,3,3,2,2,2,4,4,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"212",3,7,7,2,48,4,2,3,0,1,11,11,2,4,2,"Lib",2,1,3,3,3,3,2,2,2,2,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Lib",0,1,1,0,0
"213",3,7,4,2,34,3,2,4,0,1,11,11,2,7,0,"Don't know",2,3,5,4,3,2,1,1,1,1,5,5,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"214",2,4,0,2,24,3,1,0,0,1,13,13,2,3,2,"Lib",2,1,3,5,2,3,2,2,1,2,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"215",1,1,5,1,29,4,1,0,0,1,12,1,1,3,2,"Moderate",1,1,3,1,3,2,1,1,1,5,5,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"216",2,2,3,2,48,2,2,0,0,1,4,1,1,4,2,"Moderate",1,1,5,3,2,3,3,4,4,3,2,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,0,0,0
"217",2,5,3,2,52,5,1,2,0,1,10,10,1,3,1,"Lib",1,1,3,4,2,2,3,2,2,2,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"218",3,2,2,1,58,4,2,3,0,1,8,8,2,1,2,"Con",1,1,3,3,2,3,5,3,1,1,5,3,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"219",3,2,2,2,73,4,2,9,0,1,13,1,1,7,0,"Moderate",1,1,3,3,3,3,1,1,1,3,3,4,1,"No Party","No Party",0,0,"Moderate",0,0,1,1,0
"220",4,2,4,2,51,5,1,0,0,1,1,1,2,8,0,"Lib",1,1,3,1,3,3,4,2,1,4,5,5,1,"Don't know","Don't know",0,0,"Lib",0,1,1,0,0
"221",2,3,4,2,48,3,2,5,0,1,2,2,1,3,2,"Lib",2,1,4,2,3,3,2,2,2,2,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"222",4,2,2,1,59,3,2,6,0,1,8,8,3,1,1,"Moderate",1,2,3,5,1,2,4,2,1,4,1,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,0,0,1
"223",3,3,4,1,38,3,2,7,0,1,13,13,2,7,0,"Lib",1,1,3,4,3,2,3,2,2,3,4,4,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"224",1,1,2,2,51,5,1,0,0,1,9,8,2,3,1,"Lib",1,1,3,4,2,2,3,3,3,3,4,2,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"225",1,1,10,2,59,4,2,1,0,1,2,15,2,1,1,"Con",1,2,4,4,3,3,1,1,1,1,1,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,0
"226",1,1,2,1,73,4,2,0,0,1,11,11,1,3,1,"Lib",1,1,3,5,1,2,3,3,2,3,3,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,1,1
"227",2,4,2,2,63,4,2,0,0,1,3,3,1,7,0,"Lib",1,4,3,3,3,3,3,1,1,1,5,5,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"228",4,6,3,1,65,4,2,0,0,1,2,2,3,1,1,"Con",1,3,3,4,3,2,3,2,2,2,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,1,1
"229",4,6,4,2,62,4,2,0,0,1,15,15,3,7,0,"Moderate",1,1,4,4,2,1,3,3,3,1,2,3,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"230",3,2,3,1,47,3,2,4,0,1,10,1,2,7,0,"Moderate",3,3,5,1,2,3,4,2,2,2,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,1
"231",2,2,3,1,57,4,2,4,0,1,8,8,1,5,1,"Lib",1,1,3,2,3,4,4,2,2,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,1
"232",2,7,2,1,63,5,1,0,0,1,12,12,1,4,1,"Moderate",1,1,4,4,3,3,4,4,2,3,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Moderate",0,0,1,0,1
"233",2,2,2,1,52,3,2,4,0,1,14,14,2,7,0,"Con",1,1,3,2,3,3,3,2,1,3,5,1,1,"No Party","No Party",0,0,"Con",1,0,0,0,1
"234",3,2,8,2,57,4,1,1,0,1,12,5,1,8,0,"Con",2,1,3,4,2,2,5,2,2,2,2,2,1,"Don't know","Don't know",0,0,"Con",1,0,1,0,0
"235",1,1,4,1,48,3,2,3,0,1,8,1,1,7,0,"Lib",2,1,4,5,2,2,2,2,2,4,5,5,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"236",3,5,5,2,52,4,2,0,0,1,11,11,1,3,2,"Moderate",1,2,3,5,2,3,4,4,3,2,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,0
"237",1,1,11,2,52,4,2,3,0,1,1,11,1,5,2,"Con",1,2,4,5,2,3,3,2,2,3,2,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,1,0,0
"238",3,7,0,2,53,3,1,9,0,1,11,11,2,8,0,"Lib",2,2,4,1,1,3,4,5,2,3,5,5,1,"Don't know","Don't know",0,0,"Lib",0,1,0,0,0
"239",2,3,4,2,25,4,2,5,0,1,2,2,1,8,0,"Don't know",1,4,5,3,3,3,4,3,1,3,3,4,1,"Don't know","Don't know",0,0,"Don't know",0,0,1,0,0
"240",3,3,6,1,43,3,2,4,0,1,14,14,2,5,2,"Lib",1,1,4,5,2,3,5,3,2,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"241",2,7,3,1,54,4,2,0,0,1,12,12,1,7,0,"Lib",1,1,4,3,4,3,3,2,2,2,2,2,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"242",3,2,2,1,58,5,1,2,0,1,2,2,2,7,0,"Lib",2,1,4,4,3,2,4,2,2,3,4,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"243",1,1,4,1,43,3,2,4,0,1,14,1,1,3,1,"Lib",2,1,4,2,3,2,5,5,4,3,4,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,1
"244",3,2,2,2,58,3,2,0,0,1,8,8,2,3,2,"Moderate",1,1,4,2,3,2,5,1,1,1,3,5,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,0
"245",3,2,3,1,51,3,2,5,0,1,9,9,2,7,0,"Lib",2,2,4,1,2,1,3,3,3,5,5,5,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"246",1,1,2,1,75,4,2,2,0,1,14,14,1,1,1,"Con",1,1,4,2,3,1,2,2,1,2,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,1,1
"247",2,4,0,2,32,6,0,0,0,1,3,3,1,7,0,"Don't know",1,3,1,2,2,2,4,3,2,3,3,2,1,"No Party","No Party",0,0,"Don't know",0,0,0,0,0
"248",3,6,1,2,57,4,2,0,0,1,9,5,2,7,0,"Con",1,1,4,3,2,2,5,3,3,2,5,5,1,"No Party","No Party",0,0,"Con",1,0,1,0,0
"249",3,3,4,1,64,4,2,7,0,1,13,13,2,7,0,"Con",2,1,3,4,3,3,1,1,1,1,5,5,1,"No Party","No Party",0,0,"Con",1,0,1,0,1
"250",3,2,4,2,57,3,2,6,0,1,10,10,2,3,1,"Con",1,1,3,4,2,1,3,2,2,3,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,0,0,0
"251",1,1,6,2,52,3,2,5,0,1,1,4,1,8,0,"Lib",1,3,3,2,3,2,2,1,1,1,3,3,1,"Don't know","Don't know",0,0,"Lib",0,1,0,0,0
"252",2,3,0,2,56,4,2,5,0,1,13,13,2,7,0,"Lib",1,1,4,2,2,2,3,3,3,2,2,2,1,"No Party","No Party",0,0,"Lib",0,1,1,0,0
"253",3,7,0,2,65,3,2,0,0,1,11,11,2,7,0,"Don't know",2,2,3,4,1,2,5,5,5,1,3,3,1,"No Party","No Party",0,0,"Don't know",0,0,0,1,0
"254",2,2,2,2,52,3,2,0,0,1,4,4,1,1,1,"Con",1,1,4,4,3,2,4,4,1,1,5,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,0,0,0
"255",2,2,2,2,53,3,1,4,0,1,4,10,1,7,0,"Moderate",2,1,3,3,3,2,4,5,5,3,5,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"256",3,6,8,1,55,4,2,1,0,1,3,3,2,7,0,"Lib",1,1,4,1,2,2,1,1,1,1,5,5,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"257",1,1,1,2,37,4,2,3,0,1,14,1,1,7,0,"Moderate",2,3,3,1,2,3,3,3,3,4,4,5,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"258",3,7,2,2,57,3,2,0,0,1,12,1,2,7,0,"Moderate",1,2,4,2,2,2,3,1,1,1,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"259",4,2,4,1,66,4,2,1,0,1,8,1,3,7,0,"Lib",1,2,3,3,1,2,2,1,1,1,4,1,1,"No Party","No Party",0,0,"Lib",0,1,1,1,1
"260",3,7,8,2,48,4,2,2,0,1,12,12,2,3,1,"Moderate",2,3,3,3,3,2,4,4,2,2,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,0
"261",3,6,9,1,53,4,2,2,0,1,8,8,2,3,2,"Moderate",1,1,3,4,2,2,2,3,3,4,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,1,0,1
"262",1,1,5,2,47,3,2,4,0,1,10,1,2,3,2,"Con",2,2,4,5,2,2,4,4,1,2,3,2,1,"Liberal Partisans","Liberal Partisans",1,0,"Con",1,0,0,0,0
"263",2,5,1,2,62,3,2,9,0,1,13,13,1,7,0,"Con",1,1,3,5,2,3,5,1,1,5,5,5,1,"No Party","No Party",0,0,"Con",1,0,0,0,0
"264",1,1,2,2,38,3,1,5,0,1,1,1,1,7,0,"Moderate",2,1,4,1,3,2,4,3,3,3,4,4,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"265",2,4,3,2,36,4,2,2,0,1,3,3,1,8,0,"Lib",1,1,3,2,3,1,3,1,1,2,5,4,1,"Don't know","Don't know",0,0,"Lib",0,1,1,0,0
"266",3,2,2,1,46,3,2,4,0,1,13,1,1,5,1,"Moderate",1,1,3,3,3,2,4,2,1,4,5,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Moderate",0,0,0,0,1
"267",3,2,2,2,52,3,2,0,0,1,10,10,2,7,0,"Moderate",2,2,4,4,3,2,2,1,2,1,5,5,1,"No Party","No Party",0,0,"Moderate",0,0,0,0,0
"268",3,7,1,1,44,3,2,6,0,1,12,12,2,7,0,"Lib",1,1,5,1,3,1,5,5,5,5,5,5,1,"No Party","No Party",0,0,"Lib",0,1,0,0,1
"269",3,7,2,2,40,3,2,3,0,1,16,16,2,3,1,"Lib",2,1,1,2,2,1,3,2,1,2,4,3,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,0,0,0
"270",3,2,4,1,63,5,1,2,0,1,8,1,1,7,0,"Lib",1,1,3,3,2,2,4,3,1,4,5,4,1,"No Party","No Party",0,0,"Lib",0,1,1,0,1
"271",2,5,8,2,43,4,2,3,0,1,3,3,1,7,0,"Moderate",2,1,4,2,4,2,3,1,1,2,2,2,1,"No Party","No Party",0,0,"Moderate",0,0,1,0,0
"272",1,1,3,2,59,3,2,0,0,1,11,11,1,7,0,"Con",1,2,5,2,3,2,3,1,1,1,5,5,1,"No Party","No Party",0,0,"Con",1,0,0,0,0
"273",2,3,6,2,31,3,2,0,0,1,2,10,1,8,0,"Lib",1,4,4,2,3,3,4,1,1,1,4,5,1,"Don't know","Don't know",0,0,"Lib",0,1,0,0,0
"274",3,2,2,2,45,5,1,2,0,1,1,1,2,7,0,"Don't know",3,1,3,3,2,1,5,3,1,5,5,5,1,"No Party","No Party",0,0,"Don't know",0,0,1,0,0
"275",3,7,3,1,56,4,2,4,0,1,11,11,2,4,2,"Con",1,1,3,1,2,3,4,2,1,1,5,5,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,1
"276",3,2,4,2,38,4,2,2,0,1,3,8,2,3,2,"Lib",1,1,4,3,2,3,4,2,1,4,4,4,1,"Liberal Partisans","Liberal Partisans",1,0,"Lib",0,1,1,0,0
"277",3,2,5,2,48,4,2,2,0,1,11,1,1,4,1,"Con",1,1,4,5,3,3,4,3,3,2,4,4,1,"Conservative Partisans","Conservative Partisans",0,1,"Con",1,0,1,0,0
"278",3,3,1,2,36,6,0,0,0,1,15,1,1,8,0,"Don't know",1,1,4,1,2,2,4,1,1,1,5,5,1,"Don't know","Don't know",0,0,"Don't know",0,0,0,0,0
